block_signed_at,block_height,block_hash,tx_hash,tx_offset,successful,miner_address,from_address,from_address_label,to_address,to_address_label,value,value_quote,pretty_value_quote,gas_offered,gas_spent,gas_price,fees_paid,gas_quote,pretty_gas_quote,gas_quote_rate,transfers,gas_metadata.contract_decimals,gas_metadata.contract_name,gas_metadata.contract_ticker_symbol,gas_metadata.contract_address,gas_metadata.supports_erc,gas_metadata.logo_url,wallet
2020-02-05T16:13:34Z,9423632,0x792868de92d81928b895f3eca0ff84cc16dad7cf75988f0048b73462ca2deab4,0x7bc1334cf990f5c1806aa3ff5515b1e92a9a2de58031e98dae68528285b87423,70,True,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,,0,0.0,$0.00,424803,239653,5800000000,1389987400000000,0.2833780394414734,$0.28,203.87094116210938,"[{'block_signed_at': '2020-02-05T16:13:34Z', 'tx_hash': '0x7bc1334cf990f5c1806aa3ff5515b1e92a9a2de58031e98dae68528285b87423', 'from_address': '0x5d3a536e4d6dbd6114cc1ead35777bab948e3643', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Dai', 'contract_ticker_symbol': 'cDAI', 'contract_address': '0x5d3a536e4d6dbd6114cc1ead35777bab948e3643', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x5d3a536e4d6dbd6114cc1ead35777bab948e3643.png', 'transfer_type': 'IN', 'delta': '203938911778', 'balance': None, 'quote_rate': 0.020106349140405655, 'delta_quote': 41.00466963522855, 'pretty_delta_quote': '$41.00', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x7bc1334cf990f5c1806aa3ff5515b1e92a9a2de58031e98dae68528285b87423'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2025-04-27T17:43:11Z,22361961,0x4bd5acfc19351b53c24e5f2c92760df9e64ce3647267848558ef803a84427ec0,0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a,83,True,0x388c818ca8b9251b393131c08a736a67ccb19297,0x0124d0fa0dfb1430dfcff16ec6a96945e7a0bc10,,0xa090fc409a9f25bf8e28257d42ef6904590c8984,,0,0.0,$0.00,2800000,1629015,408014233,664661305770495,1.192410171551945,$1.19,1794.01171875,"[{'block_signed_at': '2025-04-27T17:43:11Z', 'tx_hash': '0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0xa090fc409a9f25bf8e28257d42ef6904590c8984', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '25061651', 'balance': None, 'quote_rate': 36.06913757324219, 'delta_quote': 9.039521377315827, 'pretty_delta_quote': '$9.04', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x03a346cef2065bdf7ff192a3d30d3f98aca0cbe91221e1284ebe27e7fd86a01a'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2025-02-15T11:12:11Z,21851451,0x669f3fbe18a00bdce1cd6d0d6d509253621adc01f3d7c3291fea391aa5949e5d,0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228,219,True,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x6a490f1ace13962d1b0a448092fb9a931ef14fa1,,0xbfe1364efb0a1e01241f058a6039f43fea88cfc5,,0,0.0,$0.00,1272117,954093,802918682,766059094065426,2.0627081849226037,$2.06,2692.622802734375,"[{'block_signed_at': '2025-02-15T11:12:11Z', 'tx_hash': '0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0xbfe1364efb0a1e01241f058a6039f43fea88cfc5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '59821897', 'balance': None, 'quote_rate': 54.12624740600586, 'delta_quote': 32.379347973186, 'pretty_delta_quote': '$32.38', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x390e6c3bf7014faa13fc5bd32b0f09ba98922176755ff8a23341bec5536bc228'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2025-02-06T07:10:35Z,21785879,0x8038ac333e40da07e61e86096c82c39eba20f91773961dde61188a649fbbe0c7,0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54,31,True,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x6a490f1ace13962d1b0a448092fb9a931ef14fa1,,0xbfe1364efb0a1e01241f058a6039f43fea88cfc5,,0,0.0,$0.00,1278907,962178,1201686860,1156236659581080,3.1081820644649776,$3.11,2688.1884765625,"[{'block_signed_at': '2025-02-06T07:10:35Z', 'tx_hash': '0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0xbfe1364efb0a1e01241f058a6039f43fea88cfc5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '113636162', 'balance': None, 'quote_rate': 53.99848556518555, 'delta_quote': 61.36180653440087, 'pretty_delta_quote': '$61.36', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x94e80bab2780bb741a5f4718ce67d7658ad8ac9f463fc8751265522086af2c54'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2024-12-07T14:00:35Z,21351072,0xb85b2db6b0b2bfa40f49868f5a55637ed5f01a541866f8e769eeb4dc25b8ee24,0x545ecc1d1dcb7a4de45590b9963859137c60f25b0a1635b0cd37c8b044b09f0a,218,True,0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,822020,654671,12510046921,8189964927817991,32.77679350350187,$32.78,4002.067626953125,"[{'block_signed_at': '2024-12-07T14:00:35Z', 'tx_hash': '0x545ecc1d1dcb7a4de45590b9963859137c60f25b0a1635b0cd37c8b044b09f0a', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '1293523336', 'balance': None, 'quote_rate': 80.44774627685547, 'delta_quote': 1040.6103713771968, 'pretty_delta_quote': '$1,040.61', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x545ecc1d1dcb7a4de45590b9963859137c60f25b0a1635b0cd37c8b044b09f0a'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2024-12-07T02:05:11Z,21347516,0x8ff8d7c52a4528a4b10fc6ea6c266e0874b0b37fa4b41f3dedb12f7db235a3dd,0xa10da53771e9830842c0a99b48dccef2a80711c76db721c84353e432da6c4dea,103,True,0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,822020,654671,12335696365,8075822674970915,32.31998848851509,$32.32,4002.067626953125,"[{'block_signed_at': '2024-12-07T02:05:11Z', 'tx_hash': '0xa10da53771e9830842c0a99b48dccef2a80711c76db721c84353e432da6c4dea', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '497509097', 'balance': None, 'quote_rate': 80.44774627685547, 'delta_quote': 400.2348560588348, 'pretty_delta_quote': '$400.23', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0xa10da53771e9830842c0a99b48dccef2a80711c76db721c84353e432da6c4dea'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2023-01-29T18:01:35Z,16514131,0x81866d9a0acc2ccb8e3c9a79d6046df683bbe8f3458c8ba6115c4d49fa096f1e,0xe29f058c8fc69540c12c409911f3774b70995be9ce084f630a5c09e0102d217a,129,True,0xbd3afb0bb76683ecb4225f9dbc91f998713c3b01,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,30000000000000000,49.449385986328124,$49.45,152020,125988,19807186869,2495467859251572,4.113311779620231,$4.11,1648.3128662109375,"[{'block_signed_at': '2023-01-29T18:01:35Z', 'tx_hash': '0xe29f058c8fc69540c12c409911f3774b70995be9ce084f630a5c09e0102d217a', 'from_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'IN', 'delta': '149404986', 'balance': None, 'quote_rate': 33.07276916503906, 'delta_quote': 49.41236614083893, 'pretty_delta_quote': '$49.41', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0xe29f058c8fc69540c12c409911f3774b70995be9ce084f630a5c09e0102d217a'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2022-12-14T11:49:59Z,16182742,0x761b43cb82037a29f521b9281e423199f4903aebfc6614a97cc8a4a2e53561ea,0x22c3548d46eac802a77424e7137b3f3d1431c59ed8c5918292dad0b8e1eda6ec,98,True,0x0b70b578abd96aab5e80d24d1f3c28dbde14356a,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,40000000000000000,52.306035156250005,$52.31,162020,128362,15235574371,1955668797410302,2.5573320217831106,$2.56,1307.65087890625,"[{'block_signed_at': '2022-12-14T11:49:59Z', 'tx_hash': '0x22c3548d46eac802a77424e7137b3f3d1431c59ed8c5918292dad0b8e1eda6ec', 'from_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'IN', 'delta': '199234473', 'balance': None, 'quote_rate': 26.256637573242188, 'delta_quote': 52.31227349656906, 'pretty_delta_quote': '$52.31', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x22c3548d46eac802a77424e7137b3f3d1431c59ed8c5918292dad0b8e1eda6ec'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2022-12-11T21:06:59Z,16164046,0x80bf8bc76e424dacd5ddcc6266bbc02987a94c1bc4e66f3ac50c4df52fa0e53e,0x57ceb1281a219ef713738fada751f12a0ee7c7a1513fe30f1af340bcf6601c8b,106,True,0xdafea492d9c6733ae3d56b7ed1adb60692c98bc5,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,250000000000000000,316.0865173339844,$316.09,182020,145462,12941504977,1882497196964374,2.3801279315178263,$2.38,1264.3460693359375,"[{'block_signed_at': '2022-12-11T21:06:59Z', 'tx_hash': '0x57ceb1281a219ef713738fada751f12a0ee7c7a1513fe30f1af340bcf6601c8b', 'from_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'IN', 'delta': '1245223061', 'balance': None, 'quote_rate': 25.38974380493164, 'delta_quote': 316.1589449878276, 'pretty_delta_quote': '$316.16', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x57ceb1281a219ef713738fada751f12a0ee7c7a1513fe30f1af340bcf6601c8b'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2022-12-02T11:48:23Z,16096925,0xd3007e8e574cece6d5d349fbd7552d7d27f10eeebcd8dc1423ea0ed4b66c9fd2,0x4e4b3744ec84099b69bf1906e3583b9a41d602cb9ddeaa880b2a04a81aacd95a,102,True,0xf2f5c73fa04406b1995e397b55c24ab1f3ea726c,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,80000000000000000,103.58597656250001,$103.59,192020,159732,11000842151,1757186518463532,2.275248518968805,$2.28,1294.82470703125,"[{'block_signed_at': '2022-12-02T11:48:23Z', 'tx_hash': '0x4e4b3744ec84099b69bf1906e3583b9a41d602cb9ddeaa880b2a04a81aacd95a', 'from_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'IN', 'delta': '398478708', 'balance': None, 'quote_rate': 26.008283615112305, 'delta_quote': 103.6374725224752, 'pretty_delta_quote': '$103.64', 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x4e4b3744ec84099b69bf1906e3583b9a41d602cb9ddeaa880b2a04a81aacd95a'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2020-02-27T01:47:27Z,9562783,0x79ef55370259e170b62b2b18ffdf5fcc974e18c126e270c64a5238722ae9c6cc,0xb04795d02586d4e3354bdc9131c7e53ca0a5358fa4ca5db952932e5b1fba5c65,35,True,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,699590,434473,7000000000,3041311000000000,0.6861423802368012,$0.69,225.60743713378906,"[{'block_signed_at': '2020-02-27T01:47:27Z', 'tx_hash': '0xb04795d02586d4e3354bdc9131c7e53ca0a5358fa4ca5db952932e5b1fba5c65', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '25842679817', 'balance': None, 'quote_rate': None, 'delta_quote': None, 'pretty_delta_quote': None, 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0xb04795d02586d4e3354bdc9131c7e53ca0a5358fa4ca5db952932e5b1fba5c65'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2020-02-07T03:23:23Z,9433147,0x1550897344face21ef6242bf8315b7793b32bc4373da99ab3e299dd438deb079,0x4745c3ae780babfa3f6e69c538ed3058e238e3a5a5ecb49184b7a97a6fbd26c7,115,True,0x2a5994b501e6a560e727b6c2de5d856396aadd38,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,700499,466999,6500000000,3035493500000000,0.6775497917555542,$0.68,223.2091064453125,"[{'block_signed_at': '2020-02-07T03:23:23Z', 'tx_hash': '0x4745c3ae780babfa3f6e69c538ed3058e238e3a5a5ecb49184b7a97a6fbd26c7', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '24985866309', 'balance': None, 'quote_rate': None, 'delta_quote': None, 'pretty_delta_quote': None, 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x4745c3ae780babfa3f6e69c538ed3058e238e3a5a5ecb49184b7a97a6fbd26c7'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2020-02-05T18:16:35Z,9424177,0x26f9e31305e66b2d15126d82c678c9196b73cc8c378c8920cb2531175ccb9f2f,0x7a1a30132f113a5e77e6758ca6406c74487d908cac9ce29995a52f2ca5e259d4,60,True,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,700499,466999,6500000000,3035493500000000,0.6188489167364655,$0.62,203.87094116210938,"[{'block_signed_at': '2020-02-05T18:16:35Z', 'tx_hash': '0x7a1a30132f113a5e77e6758ca6406c74487d908cac9ce29995a52f2ca5e259d4', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '14991529514', 'balance': None, 'quote_rate': None, 'delta_quote': None, 'pretty_delta_quote': None, 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x7a1a30132f113a5e77e6758ca6406c74487d908cac9ce29995a52f2ca5e259d4'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2019-12-18T02:20:21Z,9123455,0xf262904cf15ed7d9d3acb9d16c16b0c5abb46835c16887debb18362d85af7169,0x58c8287a49d37f4f72d5f5a3f99a178055defebab22c917c07f7ce44ecde7561,108,True,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,0,0.0,$0.00,700149,466766,4700000000,2193800200000000,0.29107463303330383,$0.29,132.68055725097656,"[{'block_signed_at': '2019-12-18T02:20:21Z', 'tx_hash': '0x58c8287a49d37f4f72d5f5a3f99a178055defebab22c917c07f7ce44ecde7561', 'from_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'from_address_label': None, 'to_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'OUT', 'delta': '4997287216', 'balance': None, 'quote_rate': None, 'delta_quote': None, 'pretty_delta_quote': None, 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x58c8287a49d37f4f72d5f5a3f99a178055defebab22c917c07f7ce44ecde7561'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
2019-11-10T18:11:56Z,8909839,0x482a56b9387cd1499bd6b0e07b9f8c9c608bccc48336f2cb390f40043c687954,0x5abbd9b405119fa49d540776a0eaa12421f6e372d2b38b75d6ec4647aeb1bd7c,16,True,0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,,1500000000000000000,283.51961517333984,$283.52,133542,89028,5550000000,494105400000000,0.09339238190871277,$0.09,189.01307678222656,"[{'block_signed_at': '2019-11-10T18:11:56Z', 'tx_hash': '0x5abbd9b405119fa49d540776a0eaa12421f6e372d2b38b75d6ec4647aeb1bd7c', 'from_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'from_address_label': None, 'to_address': '0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65', 'to_address_label': None, 'contract_decimals': 8, 'contract_name': 'Compound Ether', 'contract_ticker_symbol': 'cETH', 'contract_address': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5', 'logo_url': 'https://logos.covalenthq.com/tokens/1/0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5.png', 'transfer_type': 'IN', 'delta': '7496142949', 'balance': None, 'quote_rate': None, 'delta_quote': None, 'pretty_delta_quote': None, 'balance_quote': None, 'explorers': [{'label': 'Etherscan', 'url': 'https://etherscan.io/tx/0x5abbd9b405119fa49d540776a0eaa12421f6e372d2b38b75d6ec4647aeb1bd7c'}], 'method_calls': None}]",18,Ether,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,[],https://www.datocms-assets.com/86369/1669653891-eth.svg,0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65
